dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000037,hematopoietic stem cell,13
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000232,erythrocyte,14
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000233,platelet,10
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000542,lymphocyte,15
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000623,natural killer cell,246
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000775,neutrophil,9
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000787,memory B cell,95
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000788,naive B cell,119
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000798,gamma-delta T cell,149
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000815,regulatory T cell,40
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000818,transitional stage B cell,65
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000860,classical monocyte,185
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000875,non-classical monocyte,27
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",320
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",92
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000904,"central memory CD4-positive, alpha-beta T cell",226
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000913,"effector memory CD8-positive, alpha-beta T cell",477
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000938,"CD16-negative, CD56-bright natural killer cell, human",21
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000940,mucosal invariant T cell,36
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000982,IgG plasmablast,2
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000984,IgA plasmablast,7
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000990,conventional dendritic cell,23
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0001043,"activated CD4-positive, alpha-beta T cell, human",5
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0001058,"plasmacytoid dendritic cell, human",12
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0002489,double negative thymocyte,10
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,49-year-old human stage,European,CL:0000037,hematopoietic stem cell,37
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,49-year-old human stage,European,CL:0000232,erythrocyte,35
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,49-year-old human stage,European,CL:0000233,platelet,6
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,49-year-old human stage,European,CL:0000542,lymphocyte,4
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,49-year-old human stage,European,CL:0000623,natural killer cell,426
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,49-year-old human stage,European,CL:0000775,neutrophil,7
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9,blood,UBERON:0000178,female,unknown,49-year-old human stage,European,CL:0000787,memory B cell,54
