dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,32-year-old human stage,unknown,CL:0000233,platelet,5
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,32-year-old human stage,unknown,CL:0000623,natural killer cell,2
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,32-year-old human stage,unknown,CL:0000784,plasmacytoid dendritic cell,10
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,32-year-old human stage,unknown,CL:0000860,classical monocyte,519
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,32-year-old human stage,unknown,CL:0000875,non-classical monocyte,50
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,32-year-old human stage,unknown,CL:0000939,"CD16-positive, CD56-dim natural killer cell, human",190
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,32-year-old human stage,unknown,CL:0000990,conventional dendritic cell,9
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,74-year-old human stage,unknown,CL:0000233,platelet,64
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,74-year-old human stage,unknown,CL:0000784,plasmacytoid dendritic cell,62
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,74-year-old human stage,unknown,CL:0000860,classical monocyte,1343
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,74-year-old human stage,unknown,CL:0000875,non-classical monocyte,424
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,74-year-old human stage,unknown,CL:0000938,"CD16-negative, CD56-bright natural killer cell, human",6
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,74-year-old human stage,unknown,CL:0000939,"CD16-positive, CD56-dim natural killer cell, human",281
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,74-year-old human stage,unknown,CL:0000990,conventional dendritic cell,27
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,female,unknown,74-year-old human stage,unknown,CL:0002393,intermediate monocyte,13
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,male,unknown,30-year-old human stage,unknown,CL:0000094,granulocyte,26
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,male,unknown,30-year-old human stage,unknown,CL:0000233,platelet,53
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,30cd5311-6c09-46c9-94f1-71fe4b91813c,blood,UBERON:0000178,male,unknown,30-year-old human stage,unknown,CL:0000623,natural killer cell,321
