dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,30-year-old human stage,European,CL:0000057,fibroblast,241
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,30-year-old human stage,European,CL:0000071,blood vessel endothelial cell,929
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,30-year-old human stage,European,CL:0000186,myofibroblast cell,200
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,30-year-old human stage,European,CL:0000192,smooth muscle cell,1017
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,30-year-old human stage,European,CL:0000669,pericyte cell,669
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,30-year-old human stage,European,CL:0002138,endothelial cell of lymphatic vessel,49
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,46-year-old human stage,European,CL:0000057,fibroblast,492
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,46-year-old human stage,European,CL:0000071,blood vessel endothelial cell,50
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,46-year-old human stage,European,CL:0000186,myofibroblast cell,420
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,46-year-old human stage,European,CL:0000192,smooth muscle cell,56
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,46-year-old human stage,European,CL:0000669,pericyte cell,13
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,46-year-old human stage,European,CL:0002138,endothelial cell of lymphatic vessel,244
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,52-year-old human stage,European,CL:0000057,fibroblast,426
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,52-year-old human stage,European,CL:0000071,blood vessel endothelial cell,441
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,52-year-old human stage,European,CL:0000186,myofibroblast cell,1673
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,52-year-old human stage,European,CL:0000192,smooth muscle cell,521
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,52-year-old human stage,European,CL:0000669,pericyte cell,350
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,ampulla of uterine tube,UBERON:0012648,female,unknown,52-year-old human stage,European,CL:0002138,endothelial cell of lymphatic vessel,56
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,fallopian tube,UBERON:0003889,female,unknown,31-year-old human stage,European,CL:0000057,fibroblast,230
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,fallopian tube,UBERON:0003889,female,unknown,31-year-old human stage,European,CL:0000071,blood vessel endothelial cell,200
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,fallopian tube,UBERON:0003889,female,unknown,31-year-old human stage,European,CL:0000186,myofibroblast cell,1730
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,fallopian tube,UBERON:0003889,female,unknown,31-year-old human stage,European,CL:0000192,smooth muscle cell,32
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,fallopian tube,UBERON:0003889,female,unknown,31-year-old human stage,European,CL:0000669,pericyte cell,43
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,fallopian tube,UBERON:0003889,female,unknown,31-year-old human stage,European,CL:0002138,endothelial cell of lymphatic vessel,57
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,fimbria of uterine tube,UBERON:8410010,female,unknown,30-year-old human stage,European,CL:0000057,fibroblast,440
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,fimbria of uterine tube,UBERON:8410010,female,unknown,30-year-old human stage,European,CL:0000071,blood vessel endothelial cell,230
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,fimbria of uterine tube,UBERON:8410010,female,unknown,30-year-old human stage,European,CL:0000186,myofibroblast cell,1907
scRNA-seq analysis of stromal cells of healthy human fallopian tubes,03c544fb-a103-4d18-9230-eae9cfee3af2,fimbria of uterine tube,UBERON:8410010,female,unknown,30-year-old human stage,European,CL:0000192,smooth muscle cell,35
