dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:0000115,endothelial cell,4202
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:0000235,macrophage,476
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:0000648,kidney granular cell,24
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:0000650,mesangial cell,4
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:0000653,glomerular visceral epithelial cell,181
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:0000738,leukocyte,682
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:0019018,blood vessel smooth muscle cell,168
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:1000692,kidney interstitial fibroblast,292
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:1000838,kidney proximal convoluted tubule epithelial cell,5521
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:1000849,kidney distal convoluted tubule epithelial cell,267
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:1000850,macula densa epithelial cell,32
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,198
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:1001431,kidney collecting duct principal cell,242
Spatial transcriptomics in the healthy human kidney: Puck_200115_02,8c6f14c0-6162-4c2e-971f-510d7b766d7c,cortex of kidney,UBERON:0001225,male,unknown,56-year-old human stage,European,CL:1001432,kidney collecting duct intercalated cell,155
