dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,37-year-old human stage,unknown,CL:0000236,B cell,805
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,37-year-old human stage,unknown,CL:0000451,dendritic cell,34
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,37-year-old human stage,unknown,CL:0000556,megakaryocyte,7
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,37-year-old human stage,unknown,CL:0000576,monocyte,61
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,37-year-old human stage,unknown,CL:0000623,natural killer cell,577
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,37-year-old human stage,unknown,CL:0000625,"CD8-positive, alpha-beta T cell",4722
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,37-year-old human stage,unknown,CL:0000786,plasma cell,19
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,37-year-old human stage,unknown,CL:0000791,mature alpha-beta T cell,2446
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,37-year-old human stage,unknown,CL:0000800,mature gamma-delta T cell,286
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,37-year-old human stage,unknown,CL:0002057,"CD14-positive, CD16-negative classical monocyte",181
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,37-year-old human stage,unknown,CL:0002397,"CD14-positive, CD16-positive monocyte",4
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,53-year-old human stage,unknown,CL:0000235,macrophage,2
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,53-year-old human stage,unknown,CL:0000236,B cell,815
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,53-year-old human stage,unknown,CL:0000451,dendritic cell,24
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,53-year-old human stage,unknown,CL:0000556,megakaryocyte,16
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,53-year-old human stage,unknown,CL:0000576,monocyte,7
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,53-year-old human stage,unknown,CL:0000623,natural killer cell,44
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d,blood,UBERON:0000178,female,unknown,53-year-old human stage,unknown,CL:0000625,"CD8-positive, alpha-beta T cell",3590
