dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:0000003,native cell,9753
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:0000115,endothelial cell,2590
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:0000650,mesangial cell,49
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:0000653,glomerular visceral epithelial cell,340
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:0000669,pericyte cell,18
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:0000738,leukocyte,139
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:0019018,blood vessel smooth muscle cell,236
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:1000452,parietal epithelial cell,1
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:1000692,kidney interstitial fibroblast,872
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:1000768,kidney connecting tubule epithelial cell,172
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:1000838,kidney proximal convoluted tubule epithelial cell,10515
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:1000849,kidney distal convoluted tubule epithelial cell,785
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,2617
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:1001111,kidney loop of Henle thin descending limb epithelial cell,6432
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:1001431,kidney collecting duct principal cell,1531
Spatial transcriptomics in the healthy human kidney: Puck_200903_10,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,cortex of kidney,UBERON:0001225,male,unknown,62-year-old human stage,European,CL:1001432,kidney collecting duct intercalated cell,1974
