dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:0000115,endothelial cell,12809
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:0000235,macrophage,558
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:0000648,kidney granular cell,12
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:0000650,mesangial cell,4
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:0000653,glomerular visceral epithelial cell,65
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:0000738,leukocyte,2381
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:0019018,blood vessel smooth muscle cell,1126
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:1000692,kidney interstitial fibroblast,1407
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:1000838,kidney proximal convoluted tubule epithelial cell,1449
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:1000849,kidney distal convoluted tubule epithelial cell,142
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:1000850,macula densa epithelial cell,37
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,2477
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:1001431,kidney collecting duct principal cell,1418
Spatial transcriptomics in the healthy human kidney: Puck_200115_18,6d62fc4d-052e-4bb4-92ed-55785502a02c,renal medulla,UBERON:0000362,male,unknown,62-year-old human stage,European,CL:1001432,kidney collecting duct intercalated cell,790
