dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:0000115,endothelial cell,14010
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:0000235,macrophage,164
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:0000648,kidney granular cell,239
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:0000650,mesangial cell,13
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:0000653,glomerular visceral epithelial cell,277
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:0000738,leukocyte,1375
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:0019018,blood vessel smooth muscle cell,513
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:1000692,kidney interstitial fibroblast,556
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:1000838,kidney proximal convoluted tubule epithelial cell,5233
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:1000849,kidney distal convoluted tubule epithelial cell,639
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:1000850,macula densa epithelial cell,44
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,885
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:1001431,kidney collecting duct principal cell,1206
Spatial transcriptomics in the healthy human kidney: Puck_200104_15,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e,cortex of kidney,UBERON:0001225,male,unknown,53-year-old human stage,African American,CL:1001432,kidney collecting duct intercalated cell,587
