dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,66d15835-5dc8-4e96-b0eb-f48971cb65e8,pancreas,UBERON:0001264,female,unknown,38-year-old human stage,European,CL:0000003,native cell,1
Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,66d15835-5dc8-4e96-b0eb-f48971cb65e8,pancreas,UBERON:0001264,female,unknown,38-year-old human stage,European,CL:0000169,type B pancreatic cell,60
Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,66d15835-5dc8-4e96-b0eb-f48971cb65e8,pancreas,UBERON:0001264,female,unknown,38-year-old human stage,European,CL:0000502,type D enteroendocrine cell,8
Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,66d15835-5dc8-4e96-b0eb-f48971cb65e8,pancreas,UBERON:0001264,female,unknown,38-year-old human stage,European,CL:0000622,acinar cell,67
Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,66d15835-5dc8-4e96-b0eb-f48971cb65e8,pancreas,UBERON:0001264,female,unknown,38-year-old human stage,European,CL:0002067,type A enteroendocrine cell,199
Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,66d15835-5dc8-4e96-b0eb-f48971cb65e8,pancreas,UBERON:0001264,female,unknown,38-year-old human stage,European,CL:0002079,pancreatic ductal cell,74
Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,66d15835-5dc8-4e96-b0eb-f48971cb65e8,pancreas,UBERON:0001264,female,unknown,38-year-old human stage,European,CL:0008019,mesenchymal cell,5
Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,66d15835-5dc8-4e96-b0eb-f48971cb65e8,pancreas,UBERON:0001264,female,unknown,44-year-old human stage,African American,CL:0000003,native cell,8
Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,66d15835-5dc8-4e96-b0eb-f48971cb65e8,pancreas,UBERON:0001264,female,unknown,44-year-old human stage,African American,CL:0000169,type B pancreatic cell,19
Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,66d15835-5dc8-4e96-b0eb-f48971cb65e8,pancreas,UBERON:0001264,female,unknown,44-year-old human stage,African American,CL:0000502,type D enteroendocrine cell,7
Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,66d15835-5dc8-4e96-b0eb-f48971cb65e8,pancreas,UBERON:0001264,female,unknown,44-year-old human stage,African American,CL:0000622,acinar cell,15
Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,66d15835-5dc8-4e96-b0eb-f48971cb65e8,pancreas,UBERON:0001264,female,unknown,44-year-old human stage,African American,CL:0002067,type A enteroendocrine cell,122
