dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,cac02b79-9f54-4668-9235-60d3b76a4197,ampulla of uterine tube,UBERON:0012648,female,unknown,30-year-old human stage,European,CL:0000151,secretory cell,3877
scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,cac02b79-9f54-4668-9235-60d3b76a4197,ampulla of uterine tube,UBERON:0012648,female,unknown,46-year-old human stage,European,CL:0000151,secretory cell,200
scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,cac02b79-9f54-4668-9235-60d3b76a4197,ampulla of uterine tube,UBERON:0012648,female,unknown,52-year-old human stage,European,CL:0000151,secretory cell,666
scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,cac02b79-9f54-4668-9235-60d3b76a4197,fallopian tube,UBERON:0003889,female,unknown,31-year-old human stage,European,CL:0000151,secretory cell,283
scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,cac02b79-9f54-4668-9235-60d3b76a4197,fimbria of uterine tube,UBERON:8410010,female,unknown,30-year-old human stage,European,CL:0000151,secretory cell,3816
scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,cac02b79-9f54-4668-9235-60d3b76a4197,fimbria of uterine tube,UBERON:8410010,female,unknown,46-year-old human stage,European,CL:0000151,secretory cell,1330
scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,cac02b79-9f54-4668-9235-60d3b76a4197,fimbria of uterine tube,UBERON:8410010,female,unknown,52-year-old human stage,European,CL:0000151,secretory cell,422
scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,cac02b79-9f54-4668-9235-60d3b76a4197,isthmus of fallopian tube,UBERON:0016632,female,unknown,30-year-old human stage,European,CL:0000151,secretory cell,2280
scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,cac02b79-9f54-4668-9235-60d3b76a4197,isthmus of fallopian tube,UBERON:0016632,female,unknown,46-year-old human stage,European,CL:0000151,secretory cell,386
scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,cac02b79-9f54-4668-9235-60d3b76a4197,isthmus of fallopian tube,UBERON:0016632,female,unknown,52-year-old human stage,European,CL:0000151,secretory cell,1025
