dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,d9b4bc69-ed90-4f5f-99b2-61b0681ba436,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000787,memory B cell,82
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,d9b4bc69-ed90-4f5f-99b2-61b0681ba436,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000788,naive B cell,108
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,d9b4bc69-ed90-4f5f-99b2-61b0681ba436,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000818,transitional stage B cell,54
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,d9b4bc69-ed90-4f5f-99b2-61b0681ba436,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000982,IgG plasmablast,1
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,d9b4bc69-ed90-4f5f-99b2-61b0681ba436,blood,UBERON:0000178,female,unknown,36-year-old human stage,European,CL:0000984,IgA plasmablast,7
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,d9b4bc69-ed90-4f5f-99b2-61b0681ba436,blood,UBERON:0000178,female,unknown,49-year-old human stage,European,CL:0000787,memory B cell,42
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,d9b4bc69-ed90-4f5f-99b2-61b0681ba436,blood,UBERON:0000178,female,unknown,49-year-old human stage,European,CL:0000788,naive B cell,46
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,d9b4bc69-ed90-4f5f-99b2-61b0681ba436,blood,UBERON:0000178,female,unknown,49-year-old human stage,European,CL:0000818,transitional stage B cell,36
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,d9b4bc69-ed90-4f5f-99b2-61b0681ba436,blood,UBERON:0000178,female,unknown,49-year-old human stage,European,CL:0000984,IgA plasmablast,3
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,d9b4bc69-ed90-4f5f-99b2-61b0681ba436,blood,UBERON:0000178,female,unknown,54-year-old human stage,unknown,CL:0000787,memory B cell,73
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,d9b4bc69-ed90-4f5f-99b2-61b0681ba436,blood,UBERON:0000178,female,unknown,54-year-old human stage,unknown,CL:0000788,naive B cell,230
