dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Spatial transcriptomics in the healthy human kidney: Puck_200115_05,34cb364a-c405-478e-8cdd-48a69ae5c5b4,cortex of kidney,UBERON:0001225,male,unknown,50-year-old human stage,European,CL:0000115,endothelial cell,16303
Spatial transcriptomics in the healthy human kidney: Puck_200115_05,34cb364a-c405-478e-8cdd-48a69ae5c5b4,cortex of kidney,UBERON:0001225,male,unknown,50-year-old human stage,European,CL:0000235,macrophage,87
Spatial transcriptomics in the healthy human kidney: Puck_200115_05,34cb364a-c405-478e-8cdd-48a69ae5c5b4,cortex of kidney,UBERON:0001225,male,unknown,50-year-old human stage,European,CL:0000648,kidney granular cell,134
Spatial transcriptomics in the healthy human kidney: Puck_200115_05,34cb364a-c405-478e-8cdd-48a69ae5c5b4,cortex of kidney,UBERON:0001225,male,unknown,50-year-old human stage,European,CL:0000650,mesangial cell,37
Spatial transcriptomics in the healthy human kidney: Puck_200115_05,34cb364a-c405-478e-8cdd-48a69ae5c5b4,cortex of kidney,UBERON:0001225,male,unknown,50-year-old human stage,European,CL:0000653,glomerular visceral epithelial cell,334
Spatial transcriptomics in the healthy human kidney: Puck_200115_05,34cb364a-c405-478e-8cdd-48a69ae5c5b4,cortex of kidney,UBERON:0001225,male,unknown,50-year-old human stage,European,CL:0000738,leukocyte,2112
Spatial transcriptomics in the healthy human kidney: Puck_200115_05,34cb364a-c405-478e-8cdd-48a69ae5c5b4,cortex of kidney,UBERON:0001225,male,unknown,50-year-old human stage,European,CL:0019018,blood vessel smooth muscle cell,919
Spatial transcriptomics in the healthy human kidney: Puck_200115_05,34cb364a-c405-478e-8cdd-48a69ae5c5b4,cortex of kidney,UBERON:0001225,male,unknown,50-year-old human stage,European,CL:1000692,kidney interstitial fibroblast,853
Spatial transcriptomics in the healthy human kidney: Puck_200115_05,34cb364a-c405-478e-8cdd-48a69ae5c5b4,cortex of kidney,UBERON:0001225,male,unknown,50-year-old human stage,European,CL:1000838,kidney proximal convoluted tubule epithelial cell,5807
Spatial transcriptomics in the healthy human kidney: Puck_200115_05,34cb364a-c405-478e-8cdd-48a69ae5c5b4,cortex of kidney,UBERON:0001225,male,unknown,50-year-old human stage,European,CL:1000849,kidney distal convoluted tubule epithelial cell,1164
Spatial transcriptomics in the healthy human kidney: Puck_200115_05,34cb364a-c405-478e-8cdd-48a69ae5c5b4,cortex of kidney,UBERON:0001225,male,unknown,50-year-old human stage,European,CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,514
Spatial transcriptomics in the healthy human kidney: Puck_200115_05,34cb364a-c405-478e-8cdd-48a69ae5c5b4,cortex of kidney,UBERON:0001225,male,unknown,50-year-old human stage,European,CL:1001431,kidney collecting duct principal cell,1032
Spatial transcriptomics in the healthy human kidney: Puck_200115_05,34cb364a-c405-478e-8cdd-48a69ae5c5b4,cortex of kidney,UBERON:0001225,male,unknown,50-year-old human stage,European,CL:1001432,kidney collecting duct intercalated cell,625
