dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:0000003,native cell,17
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:0000115,endothelial cell,5122
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:0000650,mesangial cell,315
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:0000653,glomerular visceral epithelial cell,247
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:0000669,pericyte cell,942
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:0000731,urothelial cell,1
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:0000738,leukocyte,1196
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:0019018,blood vessel smooth muscle cell,276
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:1000452,parietal epithelial cell,927
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:1000547,kidney inner medulla collecting duct epithelial cell,1
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:1000692,kidney interstitial fibroblast,726
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:1000768,kidney connecting tubule epithelial cell,1578
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:1000838,kidney proximal convoluted tubule epithelial cell,2632
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:1000849,kidney distal convoluted tubule epithelial cell,510
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:1000909,kidney loop of Henle epithelial cell,160
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,1482
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:1001111,kidney loop of Henle thin descending limb epithelial cell,131
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:1001431,kidney collecting duct principal cell,819
Spatial transcriptomics in the healthy human kidney: Puck_200131_26,4ebe33a1-c8ba-4238-9724-bd8b3a977521,renal medulla,UBERON:0000362,female,unknown,64-year-old human stage,European,CL:1001432,kidney collecting duct intercalated cell,827
