dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,de2c780c-1747-40bd-9ccf-9588ec186cee,blood,UBERON:0000178,female,unknown,54-year-old human stage,unknown,CL:0000081,blood cell,57
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,de2c780c-1747-40bd-9ccf-9588ec186cee,blood,UBERON:0000178,female,unknown,54-year-old human stage,unknown,CL:0000232,erythrocyte,5
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,de2c780c-1747-40bd-9ccf-9588ec186cee,blood,UBERON:0000178,female,unknown,54-year-old human stage,unknown,CL:0000233,platelet,53
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,de2c780c-1747-40bd-9ccf-9588ec186cee,blood,UBERON:0000178,female,unknown,54-year-old human stage,unknown,CL:0000451,dendritic cell,109
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,de2c780c-1747-40bd-9ccf-9588ec186cee,blood,UBERON:0000178,female,unknown,54-year-old human stage,unknown,CL:0000492,CD4-positive helper T cell,255
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,de2c780c-1747-40bd-9ccf-9588ec186cee,blood,UBERON:0000178,female,unknown,54-year-old human stage,unknown,CL:0000623,natural killer cell,1017
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,de2c780c-1747-40bd-9ccf-9588ec186cee,blood,UBERON:0000178,female,unknown,54-year-old human stage,unknown,CL:0000625,"CD8-positive, alpha-beta T cell",430
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,de2c780c-1747-40bd-9ccf-9588ec186cee,blood,UBERON:0000178,female,unknown,54-year-old human stage,unknown,CL:0000860,classical monocyte,1227
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,de2c780c-1747-40bd-9ccf-9588ec186cee,blood,UBERON:0000178,female,unknown,54-year-old human stage,unknown,CL:0000875,non-classical monocyte,322
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,de2c780c-1747-40bd-9ccf-9588ec186cee,blood,UBERON:0000178,female,unknown,54-year-old human stage,unknown,CL:0000979,IgG memory B cell,123
