dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Spatial transcriptomics in the healthy human kidney: Puck_200113_08,7139f99f-c610-43b8-bb06-4280acb1c987,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0000115,endothelial cell,17344
Spatial transcriptomics in the healthy human kidney: Puck_200113_08,7139f99f-c610-43b8-bb06-4280acb1c987,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0000235,macrophage,33
Spatial transcriptomics in the healthy human kidney: Puck_200113_08,7139f99f-c610-43b8-bb06-4280acb1c987,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0000648,kidney granular cell,104
Spatial transcriptomics in the healthy human kidney: Puck_200113_08,7139f99f-c610-43b8-bb06-4280acb1c987,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0000650,mesangial cell,19
Spatial transcriptomics in the healthy human kidney: Puck_200113_08,7139f99f-c610-43b8-bb06-4280acb1c987,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0000653,glomerular visceral epithelial cell,201
Spatial transcriptomics in the healthy human kidney: Puck_200113_08,7139f99f-c610-43b8-bb06-4280acb1c987,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0000738,leukocyte,759
Spatial transcriptomics in the healthy human kidney: Puck_200113_08,7139f99f-c610-43b8-bb06-4280acb1c987,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0019018,blood vessel smooth muscle cell,599
Spatial transcriptomics in the healthy human kidney: Puck_200113_08,7139f99f-c610-43b8-bb06-4280acb1c987,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:1000692,kidney interstitial fibroblast,900
Spatial transcriptomics in the healthy human kidney: Puck_200113_08,7139f99f-c610-43b8-bb06-4280acb1c987,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:1000838,kidney proximal convoluted tubule epithelial cell,2065
Spatial transcriptomics in the healthy human kidney: Puck_200113_08,7139f99f-c610-43b8-bb06-4280acb1c987,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:1000849,kidney distal convoluted tubule epithelial cell,310
Spatial transcriptomics in the healthy human kidney: Puck_200113_08,7139f99f-c610-43b8-bb06-4280acb1c987,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,439
Spatial transcriptomics in the healthy human kidney: Puck_200113_08,7139f99f-c610-43b8-bb06-4280acb1c987,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:1001431,kidney collecting duct principal cell,324
Spatial transcriptomics in the healthy human kidney: Puck_200113_08,7139f99f-c610-43b8-bb06-4280acb1c987,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:1001432,kidney collecting duct intercalated cell,48
