dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:0000115,endothelial cell,12223
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:0000235,macrophage,128
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:0000648,kidney granular cell,88
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:0000650,mesangial cell,17
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:0000653,glomerular visceral epithelial cell,436
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:0000738,leukocyte,1962
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:0019018,blood vessel smooth muscle cell,564
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:1000692,kidney interstitial fibroblast,322
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:1000838,kidney proximal convoluted tubule epithelial cell,6188
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:1000849,kidney distal convoluted tubule epithelial cell,1151
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:1000850,macula densa epithelial cell,76
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,593
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:1001431,kidney collecting duct principal cell,867
Spatial transcriptomics in the healthy human kidney: Puck_200115_11,4d31941b-7abc-4963-bf0c-2021998bc3bc,cortex of kidney,UBERON:0001225,male,unknown,54-year-old human stage,European,CL:1001432,kidney collecting duct intercalated cell,551
