dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0000115,endothelial cell,4857
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0000235,macrophage,21
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0000648,kidney granular cell,15
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0000650,mesangial cell,13
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0000653,glomerular visceral epithelial cell,163
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0000738,leukocyte,466
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:0019018,blood vessel smooth muscle cell,635
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:1000692,kidney interstitial fibroblast,337
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:1000838,kidney proximal convoluted tubule epithelial cell,2278
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:1000849,kidney distal convoluted tubule epithelial cell,553
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:1000850,macula densa epithelial cell,12
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,516
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:1001431,kidney collecting duct principal cell,473
Spatial transcriptomics in the healthy human kidney: Puck_200131_25,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,cortex of kidney,UBERON:0001225,female,unknown,64-year-old human stage,European,CL:1001432,kidney collecting duct intercalated cell,362
