dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000003,native cell,153
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000057,fibroblast,493
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000064,ciliated cell,85
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000066,epithelial cell,84
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000071,blood vessel endothelial cell,3
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000084,T cell,384
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000097,mast cell,9
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000115,endothelial cell,287
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000138,chondrocyte,3
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000158,club cell,139
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000160,goblet cell,24
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000186,myofibroblast cell,25
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000192,smooth muscle cell,18
Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,lung,UBERON:0002048,female,unknown,3-year-old human stage,European,CL:0000235,macrophage,126
