dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000232,erythrocyte,56
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000233,platelet,30
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000236,B cell,5
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000545,T-helper 1 cell,10
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000623,natural killer cell,7
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000624,"CD4-positive, alpha-beta T cell",1
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000782,myeloid dendritic cell,14
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000784,plasmacytoid dendritic cell,17
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000788,naive B cell,214
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000798,gamma-delta T cell,113
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000814,mature NK T cell,3
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000815,regulatory T cell,2
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000816,immature B cell,23
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",317
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",328
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000904,"central memory CD4-positive, alpha-beta T cell",1027
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000905,"effector memory CD4-positive, alpha-beta T cell",3
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000913,"effector memory CD8-positive, alpha-beta T cell",89
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000938,"CD16-negative, CD56-bright natural killer cell, human",90
Single-cell multi-omics analysis of the immune response in COVID-19,c7775e88-49bf-4ba2-a03b-93f00447c958,blood,UBERON:0000178,female,unknown,fifth decade human stage,unknown,CL:0000939,"CD16-positive, CD56-dim natural killer cell, human",767
