dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Spatial transcriptomics in the healthy human kidney: Puck_200104_23,55158af8-7de6-48d5-8aa3-0088ebd7cd4a,renal medulla,UBERON:0000362,male,unknown,72-year-old human stage,European,CL:0000115,endothelial cell,9298
Spatial transcriptomics in the healthy human kidney: Puck_200104_23,55158af8-7de6-48d5-8aa3-0088ebd7cd4a,renal medulla,UBERON:0000362,male,unknown,72-year-old human stage,European,CL:0000235,macrophage,284
Spatial transcriptomics in the healthy human kidney: Puck_200104_23,55158af8-7de6-48d5-8aa3-0088ebd7cd4a,renal medulla,UBERON:0000362,male,unknown,72-year-old human stage,European,CL:0000738,leukocyte,1536
Spatial transcriptomics in the healthy human kidney: Puck_200104_23,55158af8-7de6-48d5-8aa3-0088ebd7cd4a,renal medulla,UBERON:0000362,male,unknown,72-year-old human stage,European,CL:0019018,blood vessel smooth muscle cell,575
Spatial transcriptomics in the healthy human kidney: Puck_200104_23,55158af8-7de6-48d5-8aa3-0088ebd7cd4a,renal medulla,UBERON:0000362,male,unknown,72-year-old human stage,European,CL:1000692,kidney interstitial fibroblast,631
Spatial transcriptomics in the healthy human kidney: Puck_200104_23,55158af8-7de6-48d5-8aa3-0088ebd7cd4a,renal medulla,UBERON:0000362,male,unknown,72-year-old human stage,European,CL:1000838,kidney proximal convoluted tubule epithelial cell,1167
Spatial transcriptomics in the healthy human kidney: Puck_200104_23,55158af8-7de6-48d5-8aa3-0088ebd7cd4a,renal medulla,UBERON:0000362,male,unknown,72-year-old human stage,European,CL:1000849,kidney distal convoluted tubule epithelial cell,161
Spatial transcriptomics in the healthy human kidney: Puck_200104_23,55158af8-7de6-48d5-8aa3-0088ebd7cd4a,renal medulla,UBERON:0000362,male,unknown,72-year-old human stage,European,CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,1233
Spatial transcriptomics in the healthy human kidney: Puck_200104_23,55158af8-7de6-48d5-8aa3-0088ebd7cd4a,renal medulla,UBERON:0000362,male,unknown,72-year-old human stage,European,CL:1001431,kidney collecting duct principal cell,1030
Spatial transcriptomics in the healthy human kidney: Puck_200104_23,55158af8-7de6-48d5-8aa3-0088ebd7cd4a,renal medulla,UBERON:0000362,male,unknown,72-year-old human stage,European,CL:1001432,kidney collecting duct intercalated cell,319
